message,message_length,punct%
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,84,2.4
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",94,26.6
That's y we haf to combine n c how lor...,32,12.5
No. Did you multimedia message them or e-mail?,39,7.7
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,190,2.1
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",44,9.1
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,82,11.0
K:)all the best:)congrats...,26,26.900000000000002
"Sorry, I'll call later in meeting.",29,10.299999999999999
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",148,5.4
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,76,5.3
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",384,3.9
"Oh, then your phone phoned me but it disconnected",41,2.4
I cant pick the phone right now. Pls send a message,41,2.4
I dont have i shall buy one dear,25,0.0
Yup song bro. No creative. Neva test quality. He said check review online.,62,6.5
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",119,8.4
"Sorry, I'll call later",19,10.5
Tell dear what happen to you. Why you talking to me like an alian,52,1.9
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),107,4.7
I'll text you when I drop x off,24,4.2
when you and derek done with class?,29,3.4000000000000004
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",132,4.5
We can make a baby in yo tho,21,0.0
"Sorry, I'll call you  later. I am in meeting sir.",39,10.299999999999999
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,81,1.2
Lol u still feeling sick?,21,4.8
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,115,27.0
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,123,5.7
Right it wasnt you who phoned it was someone with a number like yours!,57,1.7999999999999998
U can call now...,14,21.4
Both :) i shoot big loads so get ready!,31,9.700000000000001
Mmmm.... I cant wait to lick it!,26,19.2
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,75,5.3
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",68,7.3999999999999995
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,137,2.9000000000000004
I like to talk pa but am not able to. I dont know y.,39,5.1
Some are lasting as much as 2 hours. You might get lucky.,46,4.3
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,60,6.7
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,86,15.1
Okay... We wait ah,15,20.0
Is there coming friday is leave for pongal?do you get any news from your work place.,69,2.9000000000000004
"Yeah why not, is the gang all ready",28,3.5999999999999996
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,90,3.3000000000000003
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",236,8.1
Missing you too.pray inshah allah,29,3.4000000000000004
Auntie huai juan never pick up her phone,33,0.0
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,145,3.4000000000000004
:-) :-),6,100.0
So i'm doing a list of buyers.,24,8.3
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",74,4.1000000000000005
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",125,8.799999999999999
 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,76,5.3
Are you still getting the goods.,27,3.6999999999999997
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,63,9.5
Can ü all decide faster cos my sis going home liao..,42,4.8
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,56,16.1
Are you not around or just still asleep? :V,35,5.7
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,165,2.4
* Am on my way,10,10.0
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! ",61,4.9
And of course you should make a stink!,31,3.2
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,78,6.4
"It,,s a taxt massage....tie-pos argh ok! Lool!",40,22.5
Apart from the one i told you about yesterday?,38,2.6
Ok...,5,60.0
Cool. So how come you havent been wined and dined before?,47,4.3
He is world famamus....,20,20.0
"Dear, will call Tmorrow.pls accomodate.",35,8.6
Just getting back home,19,0.0
Are you up for the challenge? I know i am :),34,8.799999999999999
"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",106,13.200000000000001
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,136,3.6999999999999997
But am going to college pa. What to do. are else ill come there it self. Pa.,60,6.7
I'm in office now . I will call you  &lt;#&gt;  min:),41,22.0
Hey! There's veggie pizza... :/,27,25.900000000000002
May b approve panalam...but it should have more posts..,47,10.6
Oh... Okie lor...We go on sat... ,27,33.300000000000004
I'm home...,10,40.0
Still at west coast... Haiz... Ü'll take forever to come back...,54,18.5
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,89,2.1999999999999997
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,53,7.5
He is a womdarfull actor,20,0.0
"What part of ""don't initiate"" don't you understand",43,9.3
Be sure to check your yahoo email. We sent photos yesterday,49,2.0
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,130,2.3
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",77,10.4
i dnt wnt to tlk wid u,16,0.0
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",139,2.9000000000000004
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,129,1.6
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,128,7.000000000000001
"I think your mentor is , but not 100 percent sure.",40,5.0
Anything lor is she coming?,23,4.3
Got it..mail panren paru..,23,17.4
Prepare to be pleasured :),22,9.1
Hows the street where the end of library walk is?,40,2.5
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",102,8.799999999999999
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,111,3.5999999999999996
Ya very nice. . .be ready on thursday,30,10.0
En chikku nange bakra msg kalstiya..then had tea/coffee?,49,8.200000000000001
Lolnice. I went from a fish to ..water.?,33,15.2
Whom you waited for yesterday,25,0.0
By monday next week. Give me the full gist,34,2.9000000000000004
East coast,9,0.0
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,115,3.5000000000000004
 what number do u live at? Is it 11?,27,7.3999999999999995
"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",153,2.6
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",111,4.5
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,123,5.7
If you don't respond imma assume you're still asleep and imma start calling n shit,68,2.9000000000000004
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,130,6.9
Can you talk with me..,18,11.1
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,72,4.2
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",76,13.200000000000001
Why de. You looking good only:-)..,29,20.7
Its ok my arm is feeling weak cuz i got a shot so we can go another time,55,0.0
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,66,3.0
If u dun drive then how i go 2 sch.,26,3.8
Wot u up 2 u weirdo?,15,6.7
Yup... How ü noe leh...,19,31.6
Okie,4,0.0
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,32,9.4
I have to take exam with march 3,25,0.0
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,123,2.4
I'll be at mu in like  &lt;#&gt;  seconds,32,18.8
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",117,16.2
Simply sitting and watching match in office..,39,5.1
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",134,9.0
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,79,5.1
"Yo, you at jp and hungry like a mofo?",29,6.9
I'll text now! All creepy like so he won't think that we forgot,51,5.8999999999999995
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",109,9.2
K k :-):-) then watch some films.,27,25.900000000000002
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,68,4.3999999999999995
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,118,2.5
I'm reaching home in 5 min.,22,9.1
twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,82,0.0
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,88,2.3
Customer place i will call you,25,0.0
100 dating service cal;l 09064012103 box334sk38ch,44,2.3
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,125,5.6000000000000005
Carlos says he'll be at mu in  &lt;#&gt;  minutes,39,15.4
Ambrith..madurai..met u in arun dha marrge..remembr?,47,14.899999999999999
This is all just creepy and crazy to me.,32,3.1
"Why is that, princess? I bet the brothas are all chasing you!",50,6.0
I am in hospital da. . I will return home in evening,41,4.9
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",117,8.5
